DEPTH,CALI,GR,ILD,ITT,LLD,LLS,MSFL,NPHI,RHOB,SFL,SP
2112.7212,9.057081818,63.3546,3.2227,0.0849,4.0531,3.2626,3.1984,0.2046,2.4652,3.66,41.1895
2112.8736,9.052054545,68.7872,3.1838,0.0876,4.0573,3.2881,3.2097,0.2087,2.4804,3.6458,41.7682
2113.026,9.047027273,73.799,3.1455,0.0898,4.0528,3.3278,3.2349,0.2273,2.484,3.6163,41.7271
2113.1784,9.042,77.7212,3.1056,0.0912,4.0245,3.3682,3.2756,0.2401,2.473,3.5754,41.6568
2113.3308,9.1524,77.54471818,3.0643,0.0912,3.9917,3.3925,3.2514,0.2503,2.4655,3.5318,41.6025
2113.4832,9.329,77.36823636,3.0267,0.091,3.9494,3.3801,3.238,0.2583,2.4598,3.4601,41.304
2113.6356,9.31701875,77.19175455,3.0154,0.091,3.9202,3.3317,3.2456,0.263,2.4672,3.391,41.1959
2113.788,9.3050375,77.01527273,3.0041,0.091066667,3.9318,3.3651,3.2812,0.257,2.4639,3.3322,42.9135
2113.9404,9.29305625,76.83879091,3.0285,0.091133333,3.9509,3.2122,3.2433,0.2493,2.4513,3.2744,42.2462
2114.0928,9.281075,76.66230909,3.0529,0.0912,4.0032,3.1117,3.1473,0.2449,2.4389,3.2619,41.9199
2114.2452,9.26909375,76.48582727,3.0773,0.091266667,4.0767,3.3861,3.0892,0.249,2.4611,3.2552,41.6763
2114.3976,9.2571125,76.30934545,3.1017,0.091333333,4.1737,3.4377,3.1252,0.2531,2.4764,3.3083,42.0846
2114.55,9.24513125,76.13286364,3.1261,0.0914,4.1389,3.3064,3.1941,0.2573,2.4765,3.3698,42.6794
2114.7024,9.23315,75.95638182,3.1505,0.0914,3.8811,3.2895,3.1786,0.2617,2.4692,3.4789,42.7767
2114.8548,9.22116875,75.7799,3.1749,0.0913,3.7109,3.2584,3.1931,0.2551,2.4561,3.5727,42.2913
2115.0072,9.2091875,73.0883,3.3072,0.091,3.6749,3.3012,3.2464,0.2509,2.4449,3.5462,42.1292
2115.1596,9.19720625,68.8268,3.4807,0.0902,3.745,3.344,3.3196,0.2523,2.4446,3.578,44.6102
2115.312,9.185225,63.9043,3.6611,0.0878,3.5458,3.3023,3.0637,0.2545,2.445,3.6641,44.7938
2115.4644,9.17324375,58.2488,3.64234,0.0855,3.2296,3.3032,2.4762,0.2484,2.4357,3.7155,46.039
2115.6168,9.1612625,54.3761,3.62358,0.0836,3.2222,3.3376,2.501044444,0.2406,2.4216,3.3009,47.3959
2115.7692,9.14928125,51.5335,3.60482,0.0842,3.0974,3.175,2.525888889,0.2325,2.402,2.9693,47.7865
2115.9216,9.1373,46.9922,3.58606,0.0855,2.9484,3.178,2.550733333,0.2295,2.4000625,2.9051,50.0726
2116.074,9.1039,46.5594,3.5673,0.0864,3.128,3.181,2.575577778,0.2298,2.398125,2.9954,53.3411
2116.2264,9.095,43.9589,3.4128,0.0851,3.3869,3.2529,2.600422222,0.2259,2.3961875,3.136,54.3533
2116.3788,9.0861,42.1489,3.3476,0.0839,3.3522,3.23108,2.625266667,0.2096,2.39425,3.3087,53.7726
2116.5312,9.0542,41.6339,3.3541,0.0825,3.056,3.20926,2.650111111,0.1903,2.3923125,3.4092,53.8954
2116.6836,9.0113,40.2745,3.4879,0.0818,3.086,3.18744,2.674955556,0.1778,2.390375,2.9654,54.438
2116.836,9.0031,39.3824,3.5607,0.0824,3.4617,3.16562,2.6998,0.1716,2.3884375,3.00512,55.5808
2116.9884,8.9956,39.2459,3.624,0.0838,3.5491,3.1438,2.6902,0.1776,2.3865,3.04484,56.5366
2117.1408,8.9966,40.04342,3.6147,0.0849,3.3031,3.11874,2.684,0.1843,2.3876,3.08456,56.2283
2117.2932,9.0023,40.84094,3.6122,0.0855,3.0463,3.09368,2.6778,0.1851,2.369,3.12428,55.244
2117.4456,9.0081,41.63846,3.6149,0.0858,3.1276,3.06862,2.6716,0.1812,2.3609,3.164,55.0494
2117.598,9.0157,42.43598,3.6349,0.0853,3.2633,3.04356,2.6654,0.1809,2.3528,3.348,54.4603
2117.7504,9.0248,43.2335,3.6623,0.0849625,3.3442,3.0185,3.8917,0.1842,2.3789,3.370375,52.5277
2117.9028,9.0321,44.9531,3.6753,0.084625,2.9067,3.3198,3.7629,0.1853,2.3975,3.39275,52.7431
2118.0552,9.0208,45.9609,3.6401,0.0842875,2.85,3.31542,3.6341,0.18525,2.4154,3.415125,53.283
2118.2076,9.0082,43.8822,3.4721,0.08395,2.7933,3.31104,3.5053,0.1852,2.4359,3.4375,52.8453
2118.36,8.9908,42.6466,3.3687,0.0836125,3.1612,3.30666,3.3765,0.18515,2.432266667,3.0902,52.2614
2118.5124,8.9792,44.131,3.3227,0.083275,3.2607,3.30228,3.2477,0.1851,2.428633333,3.065,52.1133
2118.6648,8.9725,45.1218,3.289,0.0829375,2.9934,3.2979,3.1189,0.19,2.425,2.9923,52.3693
2118.8172,8.9657,45.3311,3.2732,0.0826,2.7658,2.9962,3.191333333,0.1948,2.421366667,2.9119,52.5364
2118.9696,8.9613,44.3923,3.2697,0.0845,2.6748,2.8232,3.263766667,0.1992,2.417733333,2.8911,52.2612
2119.122,8.9569,43.5646,3.2631,0.0855,2.663,3.0348,3.3362,0.204,2.4141,2.8802,52.4398
2119.2744,8.9591,43.2239,3.252,0.0861,2.6605,3.2023,3.3771,0.2096,2.3763,2.8739,54.0146
2119.4268,8.9571,42.9868,3.2339,0.0854,2.6306,3.2724,3.3788,0.2154,2.3797,2.9224,53.7831
2119.5792,8.9552,42.451,3.1621,0.0848,2.5502,3.3093,3.3539,0.2159,2.3843,3.1575,53.5516
2119.7316,8.953,41.6868,3.0931,0.0843,2.8076,3.3806,3.3949,0.2133,2.3874,3.0567,52.7425
2119.884,8.9487,41.3157,3.0303,0.0846,2.9223,3.382475,3.5956,0.2114,2.38742,2.9559,53.4674
2120.0364,8.9445,42.4386,2.9687,0.0862,2.9414,3.38435,3.501133333,0.2135,2.38744,2.5974,53.44263333
2120.1888,8.9402,44.9692,2.9512,0.0873,2.9597,3.386225,3.406666667,0.2188,2.38746,2.561833333,53.41786667
2120.3412,8.9359,46.8065,2.926,0.0879,2.9741,3.3881,3.3122,0.2213,2.38748,2.526266667,53.3931
2120.4936,8.9363,46.5118,2.8023,0.0859,2.7016,3.0158,2.6752,0.2134,2.3875,2.4907,53.36833333
2120.646,8.9388,43.8153,2.7002,0.0836,2.673233333,2.579,2.674733333,0.2056,2.3618,2.8329,53.34356667
2120.7984,8.9413,42.5265,2.6484,0.0832,2.644866667,2.6518,2.674266667,0.1974,2.353,3.1051,53.3188
2120.9508,8.9438,41.7558,2.6578,0.0848,2.6165,2.7246,2.6738,0.19525,2.3533,2.609,52.4257
2121.1032,8.9416,41.3553,2.6871,0.0867,2.5865,3.2122,2.673333333,0.1931,2.354,2.59504,52.16
2121.2556,8.9389,42.5525,2.7102,0.089,2.5565,3.2997,2.672866667,0.2007,2.3483,2.58108,51.7154
2121.408,8.9361,44.1496,2.7335,0.089,2.5265,2.8809,2.6724,0.2086,2.3386,2.56712,51.9006
2121.5604,8.9332,46.7892,2.742,0.0889,2.3099,2.825975,2.6719,0.2168,2.340666667,2.55316,51.9805
2121.7128,8.9295,51.2958,2.7331,0.0885,2.324633333,2.77105,2.6714,0.2234,2.342733333,2.5392,51.1284
2121.8652,8.9257,50.99783333,2.7246,0.0881,2.339366667,2.716125,2.6709,0.2291,2.3448,2.5354,51.4939
2122.0176,8.9236,50.69986667,2.7299,0.088,2.3541,2.6612,2.9008,0.2292,2.3624,2.5085,51.5979
2122.17,8.923,50.4019,2.7352,0.0879,2.4269,2.6979,3.0192,0.2293,2.3562,2.4957,51.8369
2122.3224,8.9176,50.10393333,2.7538,0.0879,2.4137,2.6987,3.0349,0.2229,2.3488,2.4908,51.9396
2122.4748,8.920625,49.80596667,2.7872,0.088,2.2882,2.6874,2.9557,0.2185,2.3396,2.533,50.4527
2122.6272,8.92365,49.508,2.8288,0.0882,2.26775,2.7025,2.829,0.221,2.331,2.6123,49.6445
2122.7796,8.926675,48.923,2.8972,0.0888,2.2473,2.7374,2.7714,0.2266,2.3423,2.6798,49.7643
2122.932,8.9297,50.7312,2.9673,0.0893,2.4146,2.7669,2.7627,0.2319,2.3538,2.7381,50.3611
2123.0844,8.9927,52.4991,3.0176,0.0897,2.5349,2.8571,2.8702,0.2338,2.378,2.7616,50.1364
2123.2368,8.999415385,52.76047778,3.1226,0.0899,2.4934,2.9234,2.972,0.2272,2.3871,2.7636,49.7018
2123.3892,9.006130769,53.02185556,3.2825,0.09,2.4335,2.9545,3.0421,0.2238,2.3741,2.8073,49.4214
2123.5416,9.012846154,53.28323333,3.3679,0.0899,2.3969,2.9814,3.029,0.2287,2.3586,2.8679,49.617
2123.694,9.019561538,53.54461111,3.4421,0.0896,2.3665,3.0285,3.016,0.2338,2.3725,2.9548,48.629
2123.8464,9.026276923,53.80598889,3.45245,0.0892,2.4576,3.0785,3.0252,0.2355,2.3954,3.0488,48.5411
2123.9988,9.032992308,54.06736667,3.4628,0.0885,2.6261,3.1553,3.0395,0.2283,2.4172,3.0715,48.4532
2124.1512,9.039707692,54.32874444,3.47315,0.087,2.8213,3.3297,3.0975,0.2198,2.4362,3.0663,48.3653
2124.3036,9.046423077,54.59012222,3.4835,0.0851,2.8932,3.332375,3.2407,0.2111,2.4576,3.0567,48.2774
2124.456,9.053138462,54.8515,3.49385,0.0825,2.8484,3.33505,3.5715,0.2007,2.4539,3.0953,48.40367778
2124.6084,9.059853846,50.9987,3.5042,0.082506667,2.8035,3.337725,3.782,0.1799,2.4368,3.053407143,48.52995556
2124.7608,9.066569231,48.4036,3.51455,0.082513333,2.9553,3.3404,3.2791,0.179571429,2.4531,3.011514286,48.65623333
2124.9132,9.073284615,44.7885,3.5249,0.08252,2.928653333,3.7699,3.2507,0.179242857,2.453227273,2.969621429,48.78251111
2125.0656,9.08,44.43255,3.53525,0.082526667,2.902006667,3.771708333,3.294833333,0.178914286,2.453354545,2.927728571,48.90878889
2125.218,9.091,44.0766,3.5456,0.082533333,2.87536,3.773516667,3.338966667,0.178585714,2.453481818,2.885835714,49.03506667
2125.3704,9.06825,43.72065,3.55595,0.08254,2.848713333,3.775325,3.3831,0.178257143,2.453609091,2.843942857,49.16134444
2125.5228,9.0455,43.3647,3.5663,0.082546667,2.822066667,3.777133333,3.427233333,0.177928571,2.453736364,2.80205,49.28762222
2125.6752,9.02275,43.00875,3.57665,0.082553333,2.79542,3.778941667,3.471366667,0.1776,2.453863636,2.760157143,49.4139
2125.8276,9,42.6528,3.587,0.08256,2.768773333,3.78075,3.5155,0.177271429,2.453990909,2.718264286,49.8931
2125.98,8.97725,42.29685,3.59735,0.082566667,2.742126667,3.782558333,3.559633333,0.176942857,2.454118182,2.676371429,49.0623
2126.1324,8.9545,41.9409,3.6077,0.082573333,2.71548,3.784366667,3.603766667,0.176614286,2.454245455,2.634478571,50.1002
2126.2848,8.8815,41.58495,3.3397,0.08258,2.688833333,3.786175,3.6479,0.176285714,2.454372727,2.592585714,49.6771
2126.4372,8.861,41.229,3.1967,0.082586667,2.662186667,3.787983333,3.692033333,0.175957143,2.4545,2.550692857,50.9182
2126.5896,8.8405,40.87305,3.1331,0.082593333,2.63554,3.789791667,3.736166667,0.175628571,2.4427,2.5088,51.8703
2126.742,8.8353,40.5171,3.0218,0.0826,2.608893333,3.7916,3.7803,0.1753,2.4306,2.2818,51.8842
2126.8944,8.8304,43.1196,2.8135,0.085,2.582246667,2.9638,2.6936,0.1877,2.4078,2.3288,51.8981
2127.0468,8.8248,46.1751,2.5787,0.0829,2.5556,2.2124,1.6224,0.2028,2.3789,2.8744,52.1179
2127.1992,8.8151,49.1292,2.4493,0.0806,2.26,1.9691,1.8935,0.199,2.4021,3.1851,51.6318
2127.3516,8.8054,50.1437,2.467,0.0804,2.4053,2.0396,2.4058,0.1877,2.4352,3.0775,51.5154
2127.504,8.7995,51.3614,2.4839,0.0848,2.603066667,3.07,3.1209,0.1802,2.4437,2.2376,51.548025
2127.6564,8.7972,52.8508,2.4902,0.0888,2.800833333,3.2174,3.836,0.1908,2.4217,2.1165,51.58065
2127.8088,8.8008,52.1781,2.435,0.0899,2.9986,2.8248,1.9894,0.2039,2.3852,2.1038,51.613275
2127.9612,8.8044,51.5054,2.3457,0.0893,2.595,2.4497,1.9011,0.2157,2.371733333,2.1106,51.6459
2128.1136,8.8133,50.8327,2.2578,0.0885,2.3543,2.1535,1.9447,0.2203,2.358266667,2.1024,51.67756667
2128.266,8.8217,48.5671,2.2026,0.0879,2.3318,2.0366,1.9992,0.219,2.3448,2.1487,51.70923333
2128.4184,8.827,46.1355,2.2085,0.0879,2.3836,2.1555,1.9524,0.2198,2.3591,2.2101,51.7409
2128.5708,8.8324,47.8317,2.2161,0.0882,2.4486,2.3298,1.919,0.2216,2.3769,2.2486,51.311
2128.7232,8.8349,47.6187,2.1846,0.0886,2.5033,2.3343,1.9398,0.225,2.3661,2.1959,51.1109
2128.8756,8.8342,46.5502,2.1536,0.0892,2.5004,2.1113,1.9494,0.2284,2.3523,2.0254,51.0575
2129.028,8.8336,45.8544,2.1568,0.0898,2.4678,2.3104,1.8868,0.2313,2.3349,1.9179,51.1423
2129.1804,8.8329,46.3515,2.1816,0.0898,2.4336,2.3752,1.8052,0.2318,2.333566667,1.8652,50.8464
2129.3328,8.8323,46.6799,2.2666,0.0899,2.4198,2.0556,1.7579,0.2295,2.332233333,1.8357,51.302
2129.4852,8.8373,46.9478,2.3523,0.09,2.4099,2.0938,1.7877,0.2273,2.3309,1.8419,51.1157
2129.6376,8.8497,46.8147,2.4311,0.0897,2.4194,2.4671,1.7798,0.2251,2.3419,1.9245,51.0947
2129.79,8.8636,46.835,2.5032,0.0856,2.4116,2.3883,1.7702,0.2209,2.3618,2.2455,50.8777
2129.9424,8.8809,47.4014,2.5307,0.0861875,2.3231,2.1322,1.7876,0.2152,2.3904,2.2373,50.3982
2130.0948,8.9001,47.1284,2.5576,0.086775,2.40305,2.016,2.0745,0.2,2.4166,2.2291,50.0138
2130.2472,8.8969,46.6815,2.5524,0.0873625,2.483,2.5732,2.18122,0.202675,2.41078,2.2209,50.1469
2130.3996,8.8975,47.0863,2.5473,0.08795,2.441666667,2.50516,2.28794,0.20535,2.40496,2.2127,50.6328
2130.552,8.8999,49.0078,2.4733,0.0885375,2.400333333,2.43712,2.39466,0.208025,2.39914,2.2045,50.9117
2130.7044,8.9023,51.7588,2.3728,0.089125,2.359,2.36908,2.50138,0.2107,2.39332,2.1208,50.2608
2130.8568,8.9047,52.1801,2.2423,0.0897125,2.361166667,2.30104,2.6081,0.225,2.3875,2.079,50.2485
2131.0092,8.9078,51.1472,2.1496,0.0903,2.363333333,2.233,2.0849,0.2319,2.3718,2.0384,50.9671
2131.1616,8.911,49.9314,2.20895,0.09,2.3655,2.0935,1.959,0.2366,2.3556,2.0086,51.0773
2131.314,8.9143,48.9509,2.2683,0.0901,2.4772,2.2888,1.8303,0.2356,2.3509,2.0645,50.988
2131.4664,8.9175,47.537,2.5817,0.0904,2.5212,2.2112,1.6634,0.2346,2.3468,2.2332,50.5833
2131.6188,8.92,45.4719,2.8388,0.08975,2.5265,2.1336,1.6242,0.2336,2.3434,2.5852,50.2732
2131.7712,8.922,44.95315,2.8454,0.0891,2.54,2.056,1.7777,0.2326,2.3476,2.9357,50.179
2131.9236,8.9241,44.4344,2.852,0.08845,2.6216,2.4784,1.994,0.2316,2.3515,2.881325,50.1557
2132.076,8.9271,43.91565,2.8586,0.0878,2.603918182,2.6808,2.1871,0.22,2.3533,2.82695,50.1826
2132.2284,8.9305,43.3969,2.8652,0.08816,2.586236364,2.67992,2.3802,0.220414286,2.359,2.772575,49.734
2132.3808,8.9338,45.3901,2.8718,0.08852,2.568554545,2.67904,2.5733,0.220828571,2.3859,2.7182,49.2332
2132.5332,8.9234,47.2919,2.8784,0.08888,2.550872727,2.67816,2.7664,0.221242857,2.4228,2.2222,48.8141
2132.6856,8.9104,49.6714,2.714,0.08924,2.533190909,2.67728,2.9595,0.221657143,2.42535,2.0842,48.5052
2132.838,8.9034,52.4001,2.5559,0.0896,2.515509091,2.6764,3.1526,0.222071429,2.4279,2.0433,47.9852
2132.9904,8.9446,54.6646,2.4403,0.0891,2.497827273,2.2068,3.3457,0.222485714,2.381,2.2711,47.3173
2133.1428,8.9913,56.7681,2.4179,0.0887,2.480145455,2.18255,2.3888,0.2229,2.3565,2.5902,46.9335
2133.2952,9.0536,60.0712,2.4766,0.0886,2.462463636,2.1583,2.478166667,0.2269,2.3687,2.7951,46.4302
2133.4476,9.1188,62.5248,2.5527,0.089,2.444781818,2.3022,2.567533333,0.2301,2.3879,2.903,45.9771
2133.6,9.1882,62.2153,2.6442,0.0895,2.4271,2.4887,2.6569,0.2349,2.4055,2.968,45.792
2133.7524,9.2495,62.0142,2.7383,0.0894,2.4708,2.6645,2.8763,0.2364,2.4085,2.9642,46.1888
2133.9048,9.3038,61.9551,2.769,0.0892,2.5061,2.8302,3.0421,0.2345,2.3978,2.9046,45.4744
2134.0572,9.3472,62.6736,2.7884,0.0889,2.5428,2.7169,3.1573,0.2316,2.3904,2.7817,44.6697
2134.2096,9.3856,63.2408,2.7686,0.089,2.5827,2.633,3.1831,0.2326,2.396,2.6682,44.0404
2134.362,9.4346,63.3428,2.7573,0.0891,2.6162,2.6883,3.1213,0.2356,2.3873,2.6133,43.7003
2134.5144,9.4703,63.5286,2.7591,0.0892,2.6036,2.678,3.061,0.2387,2.3826,2.5628,43.5845
2134.6668,9.4946,65.484,2.766,0.0901,2.5601,2.599,3.0023,0.2315,2.3851,2.614,43.5247
2134.8192,9.5158,69.5052,2.8068,0.0909,2.5254,2.5392,3.02285,0.23005,2.3881,2.6663,43.4656
2134.9716,9.5513,72.385,2.8482,0.09085,2.523,2.57545,3.0434,0.2286,2.3752,2.7693,42.7383
2135.124,9.6089,73.7878,2.9056,0.0908,2.573,2.6117,3.06395,0.238,2.3835,2.8951,41.97
2135.2764,9.6871,72.2563,2.978,0.09075,2.6334,2.7981,3.0845,0.2375,2.421,2.9763,41.4594
2135.4288,9.7918,71.0061,3.0472,0.0907,2.6998,3.0372,3.1676,0.237,2.429,3.0309,39.9752
2135.5812,9.8997,71.7747,3.0914,0.0898,2.7578,2.8193,3.2433,0.2365,2.4265,3.0859,40.5407
2135.7336,9.9677,70.8325,3.1362,0.0898,2.8102,2.8859,3.289,0.227,2.4367,3.1379,41.2192
2135.886,9.9993,68.9531,3.1687,0.0903,2.8272,2.9361,3.3143,0.22465,2.4393,3.1908,40.2955
2136.0384,10.0377,70.4463,3.1976,0.0908,2.8368,3.0302,3.3274,0.2223,2.4375,3.2331,39.8279
2136.1908,10.0866,74.0837,3.2016,0.0907,2.8663,3.131,3.3418,0.2271,2.4419,3.2694,39.8474
2136.3432,10.1382,74.5071,3.1986,0.0906,2.8902,3.0998,3.3662,0.2331,2.4522,3.302,39.4227
2136.4956,10.1943,71.3624,3.1801,0.0904,2.8889,3.0387,3.3906,0.2383,2.4602,3.319,40.683
2136.648,10.2289,70.814,3.1435,0.0903,2.8255,3.0448,3.4086,0.2361,2.4483,3.3273,40.4144
2136.8004,10.2609,72.2526,3.076,0.091,2.8677,3.0515,3.4266,0.2303,2.4352,3.2715,39.4708
2136.9528,10.2877,73.6702,3.0047,0.0918,2.9179,3.0674,3.443,0.2252,2.4388,3.2166,39.4656
2137.1052,10.3144,74.423,2.9885,0.091825,2.912,3.0518,3.4637,0.2245,2.448,3.1689,39.4487
2137.2576,10.3432,74.166,2.985,0.09185,2.8868,3.0263,3.4845,0.2264,2.4539,3.128,39.2451
2137.41,10.3726,73.57233333,3.027,0.091875,2.8685,2.9897,3.479,0.2283,2.446,3.0949,39.36875
2137.5624,10.4193,72.97866667,3.0677,0.0919,2.8434,2.9444,3.4374,0.2352,2.4527,3.1581,39.4924
2137.7148,10.4677,72.385,3.1003,0.0907,2.85455,2.8947,3.3954,0.235325,2.4634,3.278,39.61605
2137.8672,10.5134,71.1631,3.1305,0.09,2.8657,2.9105,3.3377,0.23545,2.4703,3.4206,39.7397
2138.0196,10.5571,72.1078,3.1546,0.0896,2.87685,3.0151,3.34885,0.235575,2.4635,3.437733333,39.5775
2138.172,10.5963,72.9558,3.1838,0.09,2.888,3.0766,3.36,0.2357,2.4733,3.454866667,39.2042
2138.3244,10.6334,73.6826,3.1977,0.0904,2.904,3.0967,3.4495,0.2298,2.4692,3.472,39.5577
2138.4768,10.6691,73.3,3.1922,0.0906,2.9178,3.1385,3.441566667,0.2284,2.4651,3.4164,39.2392
2138.6292,10.6893,73.7036,3.1961,0.0908,2.9292,3.1318,3.433633333,0.234,2.461,3.3876,38.9207
2138.7816,10.6921,73.68793333,3.2171,0.0908,2.9291,3.1157,3.4257,0.2406,2.45,3.3675,39.1144
2138.934,10.6787,73.67226667,3.2042,0.0907,2.916,3.0879,3.4338,0.239866667,2.4619,3.3876,39.175925
2139.0864,10.6726,73.6566,3.1851,0.0901,2.8754,2.9948,3.4721,0.239133333,2.46125,3.37045,39.23745
2139.2388,10.6713,72.2427,3.1257,0.09018,2.8335,3.0122,3.4725,0.2384,2.4606,3.3533,39.298975
2139.3912,10.6779,71.5872,3.0718,0.09026,2.8509,3.0296,3.5071,0.2303,2.4512,3.33615,39.3605
2139.5436,10.6996,71.417075,3.0249,0.09034,2.8923,3.047,3.496357143,0.2203,2.4616,3.319,39.6734
2139.696,10.69333333,71.24695,3.0155,0.09042,2.902975,3.1797,3.485614286,0.219233333,2.4743,3.30185,39.4301
2139.8484,10.68706667,71.076825,3.0237,0.0905,2.91365,3.21405,3.474871429,0.218166667,2.4714,3.2847,39.1573
2140.0008,10.6808,70.9067,3.0767,0.0919,2.924325,3.2484,3.464128571,0.2171,2.4685,3.2641,39.2869
2140.1532,10.6422,71.8799,3.1357,0.0919,2.935,3.158,3.453385714,0.21835,2.4523,3.2435,39.2288
2140.3056,10.6312,71.4856,3.0991,0.0919,2.8463,3.0371,3.442642857,0.2196,2.4654,3.2229,38.9182
2140.458,10.6241,72.3231,3.0214,0.0919,2.8483,3.0463,3.4319,0.2317,2.463433333,3.3015,38.8224
2140.6104,10.6315,71.2856,2.9921,0.0916,2.8503,3.1333,3.4458,0.2405,2.461466667,3.3514,38.7266
2140.7628,10.6389,71.12133333,3.0242,0.0914,2.8953,3.2956,3.4486,0.2385,2.4595,3.3458,39.1306
2140.9152,10.6426,70.95706667,3.1187,0.0917,2.9198,3.22695,3.4451,0.2365,2.4616,3.3319,39.4803
2141.0676,10.6389,70.7928,3.2092,0.092,2.9347,3.1583,3.4348,0.2289,2.4721,3.3104,39.4108
2141.22,10.6368,72.3058,3.221775,0.0922,2.9263,3.0755,3.418,0.2205,2.4712,3.2835,39.4175
2141.3724,10.6387,72.1318,3.23435,0.092,2.9035,3.1508,3.4079,0.2208,2.4589,3.2772,39.5964
2141.5248,10.6406,71.6918,3.246925,0.0916,2.8694,3.2643,3.4397,0.2211,2.4476,3.32,39.9774
2141.6772,10.6451,71.7617,3.2595,0.091,2.8454,3.3211,3.4515,0.2214,2.44746,3.3818,39.931
2141.8296,10.6506,72.3566,3.2513,0.0906,2.8254,3.1883,3.4319,0.2217,2.44732,3.4566,39.2382
2141.982,10.6605,73.396,3.2055,0.0906,2.84015,3.0569,3.4235,0.222,2.44718,3.4227,39.25145
2142.1344,10.6684,73.7216,3.1596,0.0908,2.8549,3.1296,3.463,0.223,2.44704,3.3841,39.2647
2142.2868,10.6831,74.1573,3.125,0.0913,2.9525,3.339,3.5813,0.2132,2.4469,3.4518,39.27795
2142.4392,10.7406,73.29424,3.0934,0.0918,2.960425,3.2244,3.5485,0.2221,2.4496,3.5209,39.2912
2142.5916,10.7813,72.43118,3.0647,0.0918,2.96835,3.189,3.5157,0.2323,2.451533333,3.5734,39.30445
2142.744,10.8095,71.56812,3.037,0.0913,2.976275,3.3396,3.543125,0.232,2.453466667,3.5838,39.3177
2142.8964,10.8131,70.70506,3.0165,0.0908,2.9842,3.4567,3.57055,0.2317,2.4554,3.5167,39.33095
2143.0488,10.8168,69.842,2.9987,0.0919,2.9645,3.4691,3.597975,0.2314,2.4643,3.2911,39.3442
2143.2012,10.8379,67.2854,3.0009,0.09198,2.9395,3.4244,3.6254,0.2194,2.4645,3.2083,39.35745
2143.3536,10.8658,68.708,3.022,0.09206,2.8812,3.3884,3.4129,0.2207,2.4625,3.2301,39.3707
2143.506,10.9109,71.8824,3.0432,0.09214,2.8293,3.3625,3.4384,0.2272,2.4606,3.2923,39.24298333
2143.6584,10.9631,73.3737,3.039,0.09222,2.8031,3.3475,3.4742,0.22758,2.4592,3.3541,39.11526667
2143.8108,11.011,71.5605,3.0334,0.0923,2.7894,3.3711,3.5163,0.22796,2.458,3.4053,38.98755
2143.9632,11.0556,67.1381,3.0618,0.0918,2.8116,3.3943,3.5411,0.22834,2.456,3.4573,38.85983333
2144.1156,11.0887,65.649,3.1012,0.0913,2.8913,3.4164,3.555,0.22872,2.4522,3.4396,38.73211667
2144.268,11.1208,66.7222,3.1981,0.0908,2.9758,3.4114,3.5806,0.2291,2.4458,3.3478,38.6044
2144.4204,11.1562,68.6609,3.3432,0.0908,3.0315,3.2191,3.6144,0.2308,2.4381,3.2482,38.9861
2144.5728,11.1792,68.6721,3.5656,0.0908,2.9828,3.229225,3.6078,0.2313,2.4308,3.2117,38.902
2144.7252,11.1818,68.0687,3.55787619,0.0896,2.9471,3.23935,3.582,0.2283,2.4464,3.4819,38.8468
2144.8776,11.1864,67.8042,3.550152381,0.08961,2.9114,3.249475,3.5227,0.2269,2.4654,3.5336,38.9003
2145.03,11.1917,62.8544,3.542428571,0.08962,2.8757,3.2596,3.4627,0.226,2.4611,3.5853,39.7161
2145.1824,11.1971,56.773,3.534704762,0.08963,2.88297619,3.292571429,3.4473,0.2172,2.4568,3.637,39.7259
2145.3348,11.2026,55.9373,3.526980952,0.08964,2.890252381,3.325542857,3.4319,0.218183333,2.4525,3.6887,38.7876
2145.4872,11.2101,55.7079,3.519257143,0.08965,2.897528571,3.358514286,3.4165,0.219166667,2.4482,3.7404,38.4224
2145.6396,11.2298,55.8538,3.511533333,0.08966,2.904804762,3.391485714,3.4011,0.22015,2.4439,3.7921,39.9873
2145.792,11.2494,57.0082,3.503809524,0.08967,2.912080952,3.424457143,3.3857,0.221133333,2.4396,3.8438,40.1086
2145.9444,11.2949,59.1749,3.496085714,0.08968,2.919357143,3.457428571,3.8669,0.222116667,2.4353,3.8955,39.5985
2146.0968,11.3595,60.9651,3.488361905,0.08969,2.926633333,3.4904,3.853186667,0.2231,2.4246,3.9472,39.9177
2146.2492,11.45,61.181,3.480638095,0.0897,2.933909524,3.523371429,3.839473333,0.2165,2.4408,3.9989,40.0906
2146.4016,11.4999,57.8477,3.472914286,0.08971,2.941185714,3.556342857,3.82576,0.2158,2.4419,3.9567,39.8093
2146.554,11.5607,55.015,3.465190476,0.08972,2.948461905,3.589314286,3.812046667,0.2183,2.4365,3.9192,40.1272
2146.7064,11.622,53.9697,3.457466667,0.08973,2.955738095,3.622285714,3.798333333,0.2202,2.428,3.8552,40.9517
2146.8588,11.6883,54.0087,3.449742857,0.08974,2.963014286,3.655257143,3.78462,0.2193,2.4194,3.8016,41.928
2147.0112,11.755,54.3746,3.442019048,0.08975,2.970290476,3.688228571,3.770906667,0.2184,2.4232,3.8011,42.2665
2147.1636,11.8222,54.6252,3.434295238,0.08976,2.977566667,3.7212,3.757193333,0.2176,2.4253,3.8618,42.3414
2147.316,11.8754,54.5968,3.426571429,0.08977,2.984842857,3.6899,3.74348,0.2167,2.4174,3.884233333,42.4109
